zone_name,zone_type,wkt
Port of Piraeus,at_port,"MULTIPOLYGON (((23.6211246 37.9367436, 23.6220284 37.9385724, 23.6219998 37.9385955, 23.6219754 37.9385957, 23.6219224 37.9386025, 23.62160089792593 37.938819292225965, 23.6218787 37.9386464, 23.6219863 37.9386689, 23.6220573 37.9386018, 23.6221327 37.9386522, 23.6215703 37.9391595, 23.6215961 37.9400851, 23.622025 37.9400804, 23.6228637 37.9404494, 23.6223075 37.9412267, 23.6239909 37.9419617, 23.6245337 37.941162, 23.6248095 37.941278, 23.6242575 37.9420804, 23.6246969 37.9422726, 23.6249159 37.942366, 23.6251378 37.9424605, 23.6255176 37.9426211, 23.626248 37.9416088, 23.6265732 37.9417412, 23.6264163 37.9419774, 23.6276631 37.9425081, 23.6289432 37.9430647, 23.6291104 37.9431395, 23.6301225 37.9435975, 23.6302949 37.9433262, 23.6304967 37.9434231, 23.6309695 37.9438195, 23.6310704 37.9437417, 23.6311142 37.9437746, 23.6311382 37.9437582, 23.6312018 37.9437999, 23.6313879 37.9436456, 23.6313478 37.9435908, 23.6313033 37.9435351, 23.6313988 37.9434612, 23.6314355 37.9434869, 23.6314574 37.9434699, 23.63153 37.943521, 23.6316682 37.9434041, 23.6315922 37.9433532, 23.6316118 37.9433366, 23.6315712 37.9433092, 23.6317005 37.9432135, 23.631524 37.943044, 23.6315131 37.9430309, 23.6315094 37.943015, 23.6315118 37.9430011, 23.6315183 37.9429865, 23.6315321 37.9429737, 23.6315759 37.9429482, 23.6305832 37.9419357, 23.6305567 37.9418609, 23.6307498 37.9415641, 23.6309452 37.9412636, 23.6311043 37.9412241, 23.6328143 37.9417384, 23.6328656 37.9416265, 23.6329173 37.9414959, 23.6333171 37.9416138, 23.6336596 37.9419863, 23.6335232 37.9420675, 23.6334201 37.9421288, 23.6361683 37.9450074, 23.636275 37.9449291, 23.6363806 37.9448627, 23.6366658 37.9451485, 23.636648 37.9454602, 23.6366189 37.9456299, 23.6365738 37.9456378, 23.6365733 37.9456852, 23.6366057 37.9456881, 23.636594 37.9464755, 23.6366121 37.9471285, 23.6369005 37.9471269, 23.6368763 37.9487303, 23.637218 37.9487308, 23.6379011 37.9487329, 23.6399181 37.9487368, 23.6405452 37.9487371, 23.6412285 37.9487373, 23.6413307 37.9487374, 23.6415702 37.9487374, 23.641567 37.9484681, 23.6415628 37.9478263, 23.6415729 37.9471839, 23.6415714 37.9469143, 23.64002 37.9467955, 23.63898 37.9456445, 23.638885 37.9456972, 23.6387918 37.9457488, 23.6384524 37.9453739, 23.6385502 37.9453243, 23.6386046 37.9452967, 23.63865 37.9452735, 23.6382086 37.9447664, 23.6383785 37.9446946, 23.6385554 37.9446323, 23.6390596 37.945195, 23.6391433 37.9451441, 23.6392425 37.9450859, 23.6396392 37.9455263, 23.640145 37.9455151, 23.64043 37.9453365, 23.6398754 37.9447341, 23.6401762 37.9445602, 23.6404865 37.9443809, 23.641307 37.9453125, 23.641396 37.9454137, 23.6416754 37.9452585, 23.6426314 37.9447206, 23.6428198 37.944623, 23.6431187 37.9444595, 23.6432223 37.9440654, 23.6433259 37.9436408, 23.6431421 37.943424, 23.6427175 37.9429403, 23.6426129 37.9428203, 23.6425106 37.9427029, 23.6420681 37.9427724, 23.6413467 37.9428804, 23.6409412 37.9429428, 23.6409439 37.9426017, 23.6409068 37.9408357, 23.640195 37.9400293, 23.6401381 37.939965, 23.6381265 37.9396336, 23.637763 37.9374289, 23.6363388 37.9374925, 23.6366542 37.9396437, 23.6357858 37.9400178, 23.6356462 37.9400129, 23.6353673 37.9382809, 23.6350667 37.9381866, 23.6333369 37.9391745, 23.6324988 37.9392759, 23.6315263 37.9393886, 23.6299948 37.9396072, 23.6263138 37.9384473, 23.6263726 37.9379787, 23.6267836 37.9371174, 23.6267146 37.9369933, 23.625902 37.9367617, 23.6248508 37.9370932, 23.6247707 37.9372197, 23.6249982 37.937755, 23.6258464 37.9381235, 23.6257951 37.9381988, 23.624917 37.937821, 23.62467 37.9372383, 23.6234921 37.93445, 23.6225582 37.9346891, 23.6222302 37.9345956, 23.6215472 37.9363241, 23.6213119 37.9362654, 23.6211406 37.9366305, 23.6211683 37.936639, 23.6211246 37.9367436)), ((23.6214461866084 37.940555777528836, 23.62144706749831 37.94059313526924, 23.6214472 37.9405931, 23.6214461866084 37.940555777528836)), ((23.621410302057377 37.93923417577168, 23.6214103 37.9392342, 23.621411346493115 37.93927264157564, 23.621410302057377 37.93923417577168)), ((23.621254 37.936158, 23.6209925 37.9367085, 23.621000531746205 37.93672686825437, 23.6209926 37.9367085, 23.621254 37.936158)))"
